DowntimeID,Production_Date,Location,Downtime_Category,ProcessArea,Downtime,Downtime_Duration
7467,2023-06-29 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,5
7468,2023-06-29 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,20
7469,2023-06-29 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,43
7470,2023-06-29 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,11
7471,2023-02-01 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,15
7472,2023-02-01 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7473,2023-02-01 0:00,Plant B,Planned Downtime,Planned,Startup,15
7474,2023-02-01 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,16
7475,2023-02-01 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,30
7476,2023-02-01 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,8
7477,2023-02-01 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,5
7478,2023-02-01 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,7
7479,2023-02-01 0:00,Plant B,Unplanned Downtime,Conveyors,East Conveyor,7
7480,2023-02-02 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7481,2023-02-02 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7482,2023-02-02 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7483,2023-02-02 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Mechanical Misc,420
7484,2023-02-03 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7485,2023-02-03 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7486,2023-02-03 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7487,2023-02-03 0:00,Plant B,Planned Downtime,Planned,Startup,15
7488,2023-02-03 0:00,Plant B,Schedule Exception,UnControllables,Explosion,2
7489,2023-02-03 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,7
7490,2023-02-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,30
7491,2023-02-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,7
7492,2023-02-03 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,31
7493,2023-02-03 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Jam,16
7494,2023-02-05 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7495,2023-02-05 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7496,2023-02-05 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7497,2023-02-05 0:00,Plant B,Planned Downtime,Planned,Startup,30
7498,2023-02-05 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,10
7499,2023-02-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,7
7500,2023-02-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,13
7501,2023-02-05 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Pullcord2,8
7502,2023-02-06 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7503,2023-02-06 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7504,2023-02-06 0:00,Plant B,Planned Downtime,Planned,Startup,30
7505,2023-02-06 0:00,Plant B,Schedule Exception,UnControllables,Fueling Up Grapple,30
7506,2023-02-06 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,11
7507,2023-02-06 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,7
7508,2023-02-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,35
7509,2023-02-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,8
7510,2023-02-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,10
7511,2023-02-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,6
7512,2023-02-06 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,3
7513,2023-02-07 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7514,2023-02-07 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7515,2023-02-07 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7516,2023-02-07 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7517,2023-02-07 0:00,Plant B,Planned Downtime,Planned,Startup,30
7518,2023-02-07 0:00,Plant B,Planned Downtime,Planned,Hammer Flip,120
7519,2023-02-07 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,10
7520,2023-02-07 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,15
7521,2023-02-07 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,23
7522,2023-02-07 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,13
7523,2023-02-08 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
7524,2023-02-08 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7525,2023-02-08 0:00,Plant B,Planned Downtime,Planned,Startup,30
7526,2023-02-08 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,10
7527,2023-02-08 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,9
7528,2023-02-08 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,19
7529,2023-02-08 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,10
7530,2023-02-08 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,15
7531,2023-02-09 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
7532,2023-02-09 0:00,Plant B,Planned Downtime,Planned,Safety Training,40
7533,2023-02-09 0:00,Plant B,Planned Downtime,Planned,Startup,20
7534,2023-02-09 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,6
7535,2023-02-09 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,5
7536,2023-02-09 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,3
7537,2023-02-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,7
7538,2023-02-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,31
7539,2023-02-09 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,7
7540,2023-02-10 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7541,2023-02-10 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,35
7542,2023-02-10 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7543,2023-02-10 0:00,Plant B,Planned Downtime,Planned,Startup,30
7544,2023-02-10 0:00,Plant B,Unplanned Downtime,Excavator,Waiting on Excavator,7
7545,2023-02-10 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,13
7546,2023-02-10 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,3
7547,2023-02-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,16
7548,2023-02-10 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 2 Jam,60
7549,2023-02-13 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7550,2023-02-13 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7551,2023-02-13 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7552,2023-02-13 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7553,2023-02-13 0:00,Plant B,Planned Downtime,Planned,Startup,38
7554,2023-02-13 0:00,Plant B,Schedule Exception,UnControllables,Fires,5
7555,2023-02-13 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,10
7556,2023-02-13 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Pads,10
7557,2023-02-13 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,20
7558,2023-02-13 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,24
7559,2023-02-13 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,15
7560,2023-02-13 0:00,Plant B,Unplanned Downtime,Feedroll System,Trommel,13
7561,2023-02-14 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7562,2023-02-14 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7563,2023-02-14 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7564,2023-02-14 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7565,2023-02-14 0:00,Plant B,Planned Downtime,Planned,Startup,34
7566,2023-02-14 0:00,Plant B,Planned Downtime,Planned,Routine Hammer Change,105
7567,2023-02-14 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,27
7568,2023-02-14 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,10
7569,2023-02-14 0:00,Plant B,Unplanned Downtime,Cyclone,Cyclone 1,12
7570,2023-02-14 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,40
7571,2023-02-14 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,30
7572,2023-02-14 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,16
7573,2023-02-14 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,8
7574,2023-02-14 0:00,Plant B,Unplanned Downtime,Feedroll System,Trommel,14
7575,2023-02-15 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7576,2023-02-15 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7577,2023-02-15 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7578,2023-02-15 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
7579,2023-02-15 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7580,2023-02-15 0:00,Plant B,Planned Downtime,Planned,Startup,30
7581,2023-02-15 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,26
7582,2023-02-15 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,12
7583,2023-02-15 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,10
7584,2023-02-15 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,3
7585,2023-02-15 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Mechanical Misc,17
7586,2023-02-16 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7587,2023-02-16 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7588,2023-02-16 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7589,2023-02-16 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7590,2023-02-16 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7591,2023-02-16 0:00,Plant B,Planned Downtime,Planned,Startup,20
7592,2023-02-16 0:00,Plant B,Schedule Exception,UnControllables,Equipment Service,32
7593,2023-02-16 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,60
7594,2023-02-16 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,5
7595,2023-02-16 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,20
7596,2023-02-17 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7597,2023-02-17 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7598,2023-02-17 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7599,2023-02-17 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7600,2023-02-17 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7601,2023-02-17 0:00,Plant B,Planned Downtime,Planned,Startup,30
7602,2023-02-17 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,5
7603,2023-02-17 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,14
7604,2023-02-17 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,16
7605,2023-02-17 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,19
7606,2023-02-17 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Jam,2
7607,2023-02-17 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,1
7608,2023-02-18 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7609,2023-02-18 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7610,2023-02-18 0:00,Plant B,Planned Downtime,Planned,Startup,30
7611,2023-02-18 0:00,Plant B,Unplanned Downtime,Excavator,Waiting on Excavator,20
7612,2023-02-18 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,5
7613,2023-02-18 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,10
7614,2023-02-18 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,6
7615,2023-02-18 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,30
7616,2023-02-20 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7617,2023-02-20 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7618,2023-02-20 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,15
7619,2023-02-20 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7620,2023-02-20 0:00,Plant B,Planned Downtime,Planned,Startup,30
7621,2023-02-20 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,16
7622,2023-02-20 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Jam,80
7623,2023-02-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,16
7624,2023-02-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,19
7625,2023-02-20 0:00,Plant B,Unplanned Downtime,Conveyors,Primary Conveyor,20
7626,2023-02-20 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 2 Jam,15
7627,2023-02-21 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7628,2023-02-21 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7629,2023-02-21 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,15
7630,2023-02-21 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7631,2023-02-21 0:00,Plant B,Planned Downtime,Planned,Startup,20
7632,2023-02-21 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,25
7633,2023-02-21 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,48
7634,2023-02-21 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,42
7635,2023-02-21 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,3
7636,2023-02-22 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7637,2023-02-22 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
7638,2023-02-22 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7639,2023-02-22 0:00,Plant B,Planned Downtime,Planned,Startup,30
7640,2023-02-22 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,137
7641,2023-02-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,4
7642,2023-02-22 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Drive Belt,16
7643,2023-02-22 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 2 Jam,17
7644,2023-02-22 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Mechanical Misc,12
7645,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7646,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7647,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7648,2023-02-23 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7649,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7650,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Startup,30
7651,2023-02-23 0:00,Plant B,Planned Downtime,Planned,Hammer Flip,266
7652,2023-02-23 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,5
7653,2023-02-23 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,10
7654,2023-02-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,3
7655,2023-02-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,3
7656,2023-02-23 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,32
7657,2023-02-23 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 2 Shaker Belt ,27
7658,2023-02-24 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7659,2023-02-24 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7660,2023-02-24 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7661,2023-02-24 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7662,2023-02-24 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7663,2023-02-24 0:00,Plant B,Planned Downtime,Planned,Startup,20
7664,2023-02-24 0:00,Plant B,Unplanned Downtime,Excavator,Waiting on Excavator,60
7665,2023-02-24 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,6
7666,2023-02-24 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 2 Jam,19
7667,2023-02-27 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7668,2023-02-27 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7669,2023-02-27 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7670,2023-02-27 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,10
7671,2023-02-27 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7672,2023-02-27 0:00,Plant B,Planned Downtime,Planned,Startup,15
7673,2023-02-27 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,45
7674,2023-02-27 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Machine Misc,30
7675,2023-02-27 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,40
7676,2023-02-27 0:00,Plant B,Unplanned Downtime,Mills,Shaker Electrical,30
7677,2023-02-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,62
7678,2023-02-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,5
7679,2023-02-27 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,63
7680,2023-02-28 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7681,2023-02-28 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7682,2023-02-28 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
7683,2023-02-28 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7684,2023-02-28 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7685,2023-02-28 0:00,Plant B,Planned Downtime,Planned,Startup,15
7686,2023-02-28 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,7
7687,2023-02-28 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,17
7688,2023-02-28 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Electrical Misc,15
7689,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7690,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7691,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7692,2023-01-02 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7693,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7694,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Startup,30
7695,2023-01-02 0:00,Plant B,Unplanned Downtime,Excavator,Waiting on Excavator,49
7696,2023-01-02 0:00,Plant B,Planned Downtime,Planned,Routine Hammer Change,150
7697,2023-01-02 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,12
7698,2023-01-02 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,10
7699,2023-01-02 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,8
7700,2023-01-03 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7701,2023-01-03 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7702,2023-01-03 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7703,2023-01-03 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7704,2023-01-03 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7705,2023-01-03 0:00,Plant B,Planned Downtime,Planned,Startup,30
7706,2023-01-03 0:00,Plant B,Unplanned Downtime,Excavator,Waiting on Excavator,5
7707,2023-01-03 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,6
7708,2023-01-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,15
7709,2023-01-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,12
7710,2023-01-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,3
7711,2023-01-04 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7712,2023-01-04 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7713,2023-01-04 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7714,2023-01-04 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7715,2023-01-04 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7716,2023-01-04 0:00,Plant B,Planned Downtime,Planned,Startup,30
7717,2023-01-04 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,8
7718,2023-01-04 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Belt,21
7719,2023-01-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,4
7720,2023-01-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,3
7721,2023-01-04 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Drive Belt,15
7722,2023-01-04 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Conveyor,1
7723,2023-01-05 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7724,2023-01-05 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7725,2023-01-05 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7726,2023-01-05 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,29
7727,2023-01-05 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7728,2023-01-05 0:00,Plant B,Planned Downtime,Planned,Startup,15
7729,2023-01-05 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,18
7730,2023-01-05 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,10
7731,2023-01-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,5
7732,2023-01-05 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 2 Jam,46
7733,2023-01-05 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Electrical Misc,72
7734,2023-01-06 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7735,2023-01-06 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7736,2023-01-06 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7737,2023-01-06 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,5
7738,2023-01-06 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7739,2023-01-06 0:00,Plant B,Planned Downtime,Planned,Startup,30
7740,2023-01-06 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,7
7741,2023-01-06 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Hydraulics,30
7742,2023-01-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,25
7743,2023-01-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,16
7744,2023-01-06 0:00,Plant B,Unplanned Downtime,Conveyors,Primary Conveyor,13
7745,2023-01-07 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
7746,2023-01-07 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
7747,2023-01-07 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,15
7748,2023-01-07 0:00,Plant B,Planned Downtime,Planned,Safety Training,120
7749,2023-01-07 0:00,Plant B,Planned Downtime,Planned,Startup,30
7750,2023-01-07 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,2
7751,2023-01-07 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,30
7752,2023-01-07 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,17
7753,2023-01-07 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 1 Jam ,61
7754,2023-01-09 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7755,2023-01-09 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7756,2023-01-09 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7757,2023-01-09 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7758,2023-01-09 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7759,2023-01-09 0:00,Plant B,Planned Downtime,Planned,Startup,30
7760,2023-01-09 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,32
7761,2023-01-09 0:00,Plant B,Unplanned Downtime,Mills,Mill Hydraulics,174
7762,2023-01-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,6
7763,2023-01-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,50
7764,2023-01-10 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7765,2023-01-10 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7766,2023-01-10 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7767,2023-01-10 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
7768,2023-01-10 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
7769,2023-01-10 0:00,Plant B,Planned Downtime,Planned,Startup,25
7770,2023-01-10 0:00,Plant B,Schedule Exception,UnControllables,Fires,5
7771,2023-01-10 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,22
7772,2023-01-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,22
7773,2023-01-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,19
7774,2023-01-11 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,20
7775,2023-01-11 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,20
7776,2023-01-11 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,20
7777,2023-01-11 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
7778,2023-01-11 0:00,Plant B,Planned Downtime,Planned,Safety Training,30
7779,2023-01-11 0:00,Plant B,Planned Downtime,Planned,Startup,20
7780,2023-01-11 0:00,Plant B,Schedule Exception,UnControllables,Un-Shreddables,33
7781,2023-01-11 0:00,Plant B,Unplanned Downtime,Cyclone,Z Box Jam,5
7782,2023-01-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,18
7783,2023-01-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,21
7784,2023-01-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,14
7785,2023-01-11 0:00,Plant B,Unplanned Downtime,Conveyors,Primary Head,2
